,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
22,Dance of Death - 2015 Remaster,Dance of Death (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273d0d7dbbbb9ee8980315ea58b,Iron Maiden,https://p.scdn.co/mp3-preview/42f15da41e21363d544c3db2a5138e49d8e87d66?cid=b1e13d47b67249bda69ed912bb4f7133,2003,516426,56,0.0466,0.311,0.876,0.00442,0.134,-5.115,0.0936,124.584,4," Let me tell you a story to chill the bones About a thing that I saw One night wandering in the Everglades I'd one drink but no more I was rambling, enjoying the bright moonlight Gazing up at the stars Not aware of a presence so near to me Watching my every move  Feeling scared and I fell to my knees As something rushed me from the trees Took me to an unholy place And that is where I fell from grace Then they summoned me over to join in with them To the dance of the dead Into the circle of fire I followed them Into the middle I was led  As if time had stopped still I was numb with fear But still I wanted to go And the blaze of the fire did no hurt upon me As I walked onto the coals And I felt I was in a trance And my spirit was lifted from me And if only someone had the chance To witness what happened to me  And I danced, and I pranced, and I sang with them All had death in their eyes Lifeless figures - they were undead - all of them They had ascended from hell  As I danced with the dead My free spirit was laughing and howling down at me Below my undead body Just danced the circle of dead Until the time came to reunite us both My spirit came back down to me I didn't know if I was alive or dead As the others all joined in with me
 By luck then a skirmish started And took the attention away from me When they took their gaze from me Was the moment that I fled I ran like hell, faster than the wind But behind I did not glance One thing that I did not dare Was to look just straight ahead   When you know that your time has come around You know you'll be prepared for it Say your last goodbyes to everyone Have a drink and say a prayer for it  When you're lying in your sleep, when you're lying in your bed And you wake from your dreams to go dancing with the dead When you're lying in your sleep, when you're lying in your bed And you wake from your dreams to go dancing with the dead  To this day I guess I'll never know Just why they let me go But I'll never go dancing no more 'Til I dance with the dead"
23,Caught Somewhere in Time - 2015 Remaster,Somewhere in Time (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27369059f3685b992f9ce22cd4c,Iron Maiden,https://p.scdn.co/mp3-preview/19c06cbb98038b884b055feeaa468cd90bc5cbc0?cid=b1e13d47b67249bda69ed912bb4f7133,1986,447333,53,0.00218,0.238,0.987,0.0175,0.107,-4.408,0.168,174.124,4," If you had the time to lose An open mind and time to choose Would you care to take a look Or can you read me like a book?  Time is always on my side Time is always on my side  Can I tempt you, come with me Be Devil may care, fulfill your dream If I said I'd take you there Would you go, would you be scared?  Time is always on my side Time is always on my side  Don't be afraid, you're safe with me Safe as any soul can be Honestly, just let yourself go  Caught somewhere in time Caught somewhere in time Caught somewhere in time, oh Caught somewhere in time Caught somewhere in time Caught somewhere in time, oh     Like a wolf in sheep's clothing You try to hide your deepest sins Of all the things that you've done wrong And I know where you belong
 Time is always on my side Time is always on my side  Make you an offer you can't refuse You've only got your soul to lose Eternally, hehehehe, let yourself go  Caught somewhere in time Caught somewhere in time Caught somewhere in time, oh Caught somewhere in time Caught somewhere in time Caught now in two minds, oh"
24,Senjutsu,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/dacf36f1afe589315b2849bb6843a2aa22c9c0db?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,500170,54,0.000171,0.347,0.885,0.0892,0.217,-6.121,0.0615,180.172,3," Beat the warning, the sound of the drums Set the beacons afire for them all Call to arms all the men far and wide Have to fight now for dynasty, pride at stake The invaders repel from the north Keep out nomads who come from the plains Northern grasslands awash with them all Blocking the tribes that invade from the south of us  Rallying round to the call We can hear far away are the sound of distant drums And they need everyone at the wall So the day of our judgement has now begun to fall  Survive on ledges bitten in dust Knowledge and virtue is stricken by lust Really believe that they're coming for us Dancing on graves of those who bled for us Driven away by our endless desire Defeat by anger and our greatest fire Attack again and try as they might Hold them again  and see them running   Rallying round to the call We can hear far away are the sound of distant drums And they need everyone at the wall So the day of our judgement has now begun to fall  Hear them coming Ready now we wait Must be steadfast Must be patient Must believe in That we can win What will save us The great wall
 Now under siege have the real strength to hold them now Have to believe that we can repel them Faith in the years our ancestors taught us Have the belief that we can protect the wall Try if they can, we will overthrow them Fight to the last, they can never own us Battle of wills, we'll fight to the last man Honour our dead so they never fought in vain   Hold our fortune Avenge the merciful Hold the great wall Never fall again Arrows falling Dark oblivion Live in spirit Live to tell our sons  Rallying round to the call We can hear far away are the sound of distant drums And they need everyone at the wall So the day of our judgement has now begun to fall
"
25,Revelations - 2015 Remaster,Piece of Mind (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2732277d1a849a63c7075ec38ff,Iron Maiden,https://p.scdn.co/mp3-preview/37a71387d8331c7606ce21f7d602f179924e161e?cid=b1e13d47b67249bda69ed912bb4f7133,1983,409626,53,0.189,0.304,0.845,0.00106,0.344,-5.632,0.0788,90.374,4," O, God of earth and altar Bow down and hear our cry Our earthly rulers falter Our people drift and die The walls of gold entomb us The swords of scorn divide Take not thy thunder from us Take away our pride   Just a babe in a black abyss No reason for a place like this The walls are cold and souls cry out in pain An easy way for the blind to go A clever path for the fools who know The secret of the hanged man, the smile on his lips  The light of the blind, you'll see The venom tears my spine The eyes of the Nile are opening, you'll see  She came to me with a serpent's kiss As the eye of the sun rose on her lips Moonlight catches silver tears that I cry So we lay in a black embrace And the seed is sown in a holy place And I watched and I waited for the dawn, oh  The light of the blind, you'll see The venom tears my spine The eyes of the Nile are opening, you'll see
 Go!   Bind all of us together Ablaze with hope and free No storm or heavy weather Will rock the boat you'll see The time has come to close your eyes And still the wind and rain For the one who will be king The watcher in the ring  It is you, oh It is you"
26,Running Free - 2015 Remaster,Iron Maiden (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2736ac3ed972e1c181cd2ee8d55,Iron Maiden,https://p.scdn.co/mp3-preview/8a12ba5fdf90cf2b8bef88a2950c4cf74da49878?cid=b1e13d47b67249bda69ed912bb4f7133,1980,197573,52,0.000777,0.478,0.823,0.229,0.169,-5.346,0.206,171.263,4," Okay!  Just sixteen, a pickup truck Out of money, out of luck I've got nowhere to call my own Hit the gas, and here I go  I'm running free, yeah I'm running free I'm running free, yeah Oh, I'm running free  I spent the night in an L.A. jail And listened to the sirens wail But they ain't got a thing on me I'm running wild, I'm running free, yeah  I'm running free, yeah I'm running free I'm running free, yeah Oh, I'm running free Get out of my way, hey
   I'm running free, yeah I'm running free I'm running free, yeah Oh, I'm running free Free! Ow!   Pulled her at the Bottle Top Whiskey, dancing, disco hop Now all the boys are after me And that's the way it's gonna be, yeah!  I'm running free, yeah I'm running free I'm running free, yeah Oh, I'm running free Oh
 I'm running free, yeah I'm running free I'm running, I'm running  I'm running,  ooh yeah, yeah! I'm running, I'm running  I'm running,  ooh yeah Running, I'm running  I'm running,  yeah Ow, ow! Ow, ow!"
27,22 Acacia Avenue - 2015 Remaster,The Number of the Beast (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2735c29a88ba5341ca428f0c322,Iron Maiden,https://p.scdn.co/mp3-preview/66c69e6d1944867c2786469ea51a28fb09a6a897?cid=b1e13d47b67249bda69ed912bb4f7133,1982,396760,52,0.0359,0.305,0.907,0.0593,0.102,-5.866,0.0619,112.737,4," If you're feeling down, depressed and lonely I know a place where we can go  22 Acacia Avenue Meet a lady that I know So if you're looking for a good time And you're prepared to pay the price Fifteen quid is all she asks for Everybody's got their vice  If you're waiting for a long time For the rest to do their piece You can tell her that you know me You might even get in free So any time you're down the East End Don't you hesitate to go You can take my honest word for it She'll teach you more than you can know  Charlotte, can't you get out from all this madness? Can't you see it only brings you sadness? When you entertain your men don't you know the risk of getting disease? Some day when you've reached the age of forty I bet you'll regret the days when you were laying Nobody then will want to know You won't have any more beautiful wares to show anymore  22, the Avenue That's the place where we all go You will find it's warm inside The red light's burning bright tonight  Charlotte, isn't it time you stopped this mad life? Don't you ever think about the bad times? Why do you have to live this way? Do you enjoy your lay or is it the pay? Sometimes when you're strolling down the Avenue The way you walk, it makes men think of having you When you're walking down the street Everybody stops and turns to stare at you  22, the Avenue That's the place where we all go You will find it's warm inside The red light's burning bright tonight
 Beat her, mistreat her, do anything that you please Bite her, excite her, make her get down on her knees Abuse her, misuse her, she can take all that you've got Caress her, molest her, she always does what you want   You're running away, don't you know what you're doing? Can't you see it'll lead you to ruin? Charlotte, you've taken your life and you've thrown it away You believe that because what you're earning Your life's good, don't you know that it's hurting? All the people that love you, don't cast them aside All the men that are constantly drooling It's no life for you, stop all that screwing You're packing your bags, you're coming with me "
28,Brave New World - 2015 Remaster,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/44c9f06b4a3d0c93722d989cef0ba5078c5a8e10?cid=b1e13d47b67249bda69ed912bb4f7133,2000,379066,52,0.00651,0.353,0.872,0.000532,0.125,-5.185,0.0596,111.336,4," Dying swans, twisted wings Beauty not needed here Lost my love, lost my life In this garden of fear I have seen many things in a lifetime alone Mother love is no more Bring this savage back home Wilderness, house of pain Makes no sense of it all Close this mind, dull this brain Messiah before his fall What you see, it's not real Those who know will not tell All is lost, sold your souls To this brave new world  A brave new world In a brave new world A brave new world In a brave new world In a brave new world A brave new world In a brave new world A brave new world
 Dragon Kings, dying Queens Where is salvation now? Lost my life, lost my dreams Rip the bones from my flesh Silent screams laughing here Dying to tell you the truth You are planned and you are damned In this brave new world  A brave new world In a brave new world A brave new world In a brave new world In a brave new world A brave new world In a brave new world A brave new world A brave new world In a brave new world A brave new world In a brave new world In a brave new world A brave new world In a brave new world A brave new world
 Dying Swans, twisted wings Bring this savage back home"
29,The Clairvoyant - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/043bfe8ec924adbc9bfacf65a4ccaed0521e34e1?cid=b1e13d47b67249bda69ed912bb4f7133,1988,267293,50,0.0623,0.374,0.944,2.13e-05,0.171,-3.746,0.106,102.195,4," Feel the sweat break on my brow Is it me or is it shadows that are dancing on the walls? Is this a dream or is it now? Is this a vision or normality I see before my eyes?  I wonder why, I wonder how That it seems that the power's getting stronger every day I feel a strength an inner fire But I'm scared I won't be able to control it anymore  There's a time to live and a time to die When it's time to meet  the maker There's a time to live, but isn't it strange That as soon as you're born you're dying There's a time to live and a time to die When it's time to meet  the maker There's a time to live, but isn't it strange That as soon as you're born you're dying    Just by looking through your eyes He could see the future penetrating right in through your mind See the truth and see your lies But for all his power couldn't foresee his own demise  There's a time to live and a time to die When it's time to meet  the maker There's a time to live, but isn't it strange That as soon as you're born you're dying There's a time to live and a time to die When it's time to meet the maker There's a time to live, but isn't it strange That as soon as you're born you're dying
 And be reborn again?"
30,Powerslave - 2015 Remaster,Powerslave (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730335e5389b34f6acfb73a82d,Iron Maiden,https://p.scdn.co/mp3-preview/34d43f6781ab7cae8c209efd4a85ae9e002f06a2?cid=b1e13d47b67249bda69ed912bb4f7133,1984,431520,54,0.0289,0.3,0.974,0.0492,0.242,-5.341,0.104,136.138,4," Into the Abyss I'll fall,  the eye of Horus Into the eyes of the night, watching me go Green is the cat's eye that glows In this Temple Enter the risen Osiris, risen again  Tell me why I had to be a Powerslave I don't wanna die, I'm a god Why can't I live on? When the Life Giver dies All around is laid waste And in my last hour I'm a Slave to the Power of Death  When I was living this lie, fear was my game People would worship and fall Drop to their knees So bring me the blood and red wine For the one to succeed me For He is a man and a God And He will die too  Tell me why I had to be a Powerslave I don't wanna die, I'm a god Why can't I live on? When the Life Giver dies All around is laid waste And in my last hour I'm a Slave to the Power of Death      Now I am cold but a ghost lives in my veins Silent the terror that reigned Marbled in stone A shell of a man, god preserved - For a thousand ages But open the gates of my hell I'll strike from the grave
 Tell me why I had to be a Powerslave I don't wanna die, I'm a god Why can't I live on? When the Life Giver dies All around is laid waste And in my last hour I'm a Slave to the Power of Death  Slave to the Power of Death... Slave to the Power of Death..."
31,The Prisoner - 2015 Remaster,The Number of the Beast (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2735c29a88ba5341ca428f0c322,Iron Maiden,https://p.scdn.co/mp3-preview/00ac98c2c4b3eb5896665fd3d01cebc2351b1dc0?cid=b1e13d47b67249bda69ed912bb4f7133,1982,362520,53,0.0128,0.306,0.88,0.653,0.0964,-5.535,0.0485,106.964,4," We want information, information, information Who are you? The new number two Who is number one? You are number six I am not a number, I am a free man!  I'm on the run, I kill to eat And I'm starving now, feelin' dead on my feet Goin' all the way, I'm nature's beast Do what I want and do as I please  Run, fight to breathe, it's tough Now you see me, haha, now you don't Break the walls, I'm comin' out  Not a prisoner, I'm a free man And my blood is my own now Don't care where the past was I know where I'm going, out  If you kill me, it's self-defense But if I kill you, then I call it vengeance Spit in your eye, I will defy You'll be afraid when I call out your name  Run, fight to breathe, it's gonna be tough Now you see me and now you don't Break the walls, I'm comin' out  Not a prisoner, I'm a free man And my blood is my own now Don't care where the past was I know where I'm going I'm not a number, I'm a free man Live my life where I want to You'd better scratch me from your black book Cos I'll run rings around you
  Not a prisoner, I'm a free man And my blood is my own now Don't care where the past was I know where I'm going I'm not a number, I'm a free man Live my life where I want to You'd better scratch me from your black book Cos I'll run rings around you Not a prisoner, I'm a free man And my blood is my own now Don't care where the past was I know where I'm going"
32,Prowler - 2015 Remaster,Iron Maiden (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2736ac3ed972e1c181cd2ee8d55,Iron Maiden,https://p.scdn.co/mp3-preview/f8ab513b85e75e8fde5ce4ae7bfcc08fd9f8985f?cid=b1e13d47b67249bda69ed912bb4f7133,1980,235400,52,0.000787,0.295,0.934,0.0029,0.482,-5.231,0.0668,96.636,4," Walking through the city Looking oh-so pretty I've just got to find my way See the ladies flashing All their legs and lashes I've just got to find my way  Well... you see me crawling through the bushes With it open wide What you seeing, girl? Can't you believe that feeling, can't you believe it Can't you believe your eyes? It's the real thing, girl!  Got me feeling myself and reeling around Got me talking but feel like walking around    Got me feeling myself and reeling Got me talking but nothing's with me Got me feeling myself and reeling around  Walking through the city Looking oh-so pretty I've just got to find my way See the ladies flashing All their legs and lashes I've just got to find my way  Well... you see me crawling through the bushes With it open wide What you seeing, girl? Can't you believe that feeling, can't you believe it Can't you believe your eyes? It's the real thing, girl!
 Got me feeling myself and reeling around Got me talking but feel like walking around"
33,Infinite Dreams - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/38f92411f2187c086fcc0be175f3891df70de5da?cid=b1e13d47b67249bda69ed912bb4f7133,1988,369373,50,0.0269,0.196,0.962,4.39e-05,0.148,-4.533,0.0955,78.783,4," Infinite dreams, I can't deny them Infinity is hard to comprehend I couldn't hear those screams Even in my wildest dreams Suffocation waking in a sweat Scared to fall asleep again In case the dream begins again  Someone chasing, I cannot move Standing rigid, a nightmare's statue What a dream, when will it end and will I transcend? Restless sleep, the mind's in turmoil One nightmare ends, another fertile It's getting to me so scared to sleep But scared to wake now, in too deep  Even though it's reached new heights I'd rather like the restless nights It makes me wonder, makes me think There's more to this, I'm on the brink It's not the fear of what's beyond It's just that I might not respond I have an interest, almost craving But would I like to get too far in?  Can't be all coincidence Too many things are evident You tell me you're an unbeliever Spiritualist? Well me, I'm neither Wouldn't you like to know the truth Of what's out there to have the proof? And find out just which side you're on Where would you end? In Heaven or in Hell?  Argh! Oh!  Help me Help me to find my true self without seeing the future Save me Save me from torturing myself even within my dreams, ow!
    There's got to be just more to it than this Or tell me why do we exist I'd like to think that when I die I'd get a chance, another time And to return and live again Reincarnate, play the game Again and again and again and again"
34,Alexander the Great (356-323 B.C.) - 2015 Remaster,Somewhere in Time (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27369059f3685b992f9ce22cd4c,Iron Maiden,https://p.scdn.co/mp3-preview/97fba47de30d2718a6789fa7d9f9429e4ff50eef?cid=b1e13d47b67249bda69ed912bb4f7133,1986,517093,53,0.084,0.454,0.944,0.0119,0.11,-5.003,0.0849,113.321,4,
35,Lost In A Lost World,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/22bf260efed8f9085abf9b92ee5729e4b75254a8?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,571584,50,0.00407,0.251,0.871,0.00751,0.108,-6.414,0.0871,92.975,4," All is not it seems to be on the outside Sometimes what appears to be is a show What shows in the face is only a mirror We all have some better places to go  We don't know just what we have ’til we've lost it Until that time comes and know that it's gone So hard to say things that we should have uttered long ago Tear myself away from thoughts in my head   The people worshipping the sun And all the children point up to the sky They see the eagle as it floats on the wind And they follow with their spirits high  Buffalo roam on the plain We walk into the flames but dance for rain The hallowed dead in sacred ground, the elders And we wash away their sins for them  Feel the spirits of the old ones standing proud upon their race And the testament to ancestors, that are never to retrace Burn the flame of innocence, as they ride into the sun Thinking now of our forefathers that are lying dead upon Holy ground and sacred earth now Revisit stolen youth  Lost in a lost world Buried on sacred ground Lost in a lost world Lying on sacred ground
   Lost in a lost world Buried on sacred ground Lost in a lost world Lying on sacred ground  Lost in a lost world Standing on sacred ground Lost in a lost world Lying on sacred ground  Will we ever heal our old wounds Like forever darkness worn Fighting for their lives again So come on now don’t be afraid This is where destiny lies Just to let us breathe again Put upon this earth to wander And to walk, forever lost
With the ashes of our enemies To live among our ghosts Of our past fear nothing Life is but a better path to joy Nowhere to go, nowhere to run Our whole nation overrun Itself existence under threat And soon will be none of us left Remember names of all our dead now And enemies that fled Reaching for our sky forever free A sadness that is proud As the clouds all drift away now Until we meet again"
36,Where Eagles Dare - 2015 Remaster,Piece of Mind (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2732277d1a849a63c7075ec38ff,Iron Maiden,https://p.scdn.co/mp3-preview/14f36af4e9a11d3d16a42643b9d22e28bc8c32a9?cid=b1e13d47b67249bda69ed912bb4f7133,1983,372760,52,0.0259,0.407,0.965,0.219,0.156,-5.292,0.0944,112.891,3,"  It's snowing outside the rumbling sound Of engines roar in the night The mission is near, the confident men Are waiting to drop from the sky  The blizzard goes on, but still, they must fly No one should go where eagles dare  Bavarian Alps that lay all around They seem to stare from below The enemy lines a long time passed Are lying deep in the snow  Into the night they fall through the sky No one should fly where eagles dare    They're closing in, the fortress is near It's standing high in the sky The cable cars the only way in It's really impossible to climb  They make their way but maybe too late They've got to try to save the day  The panicking cries, the roaring of guns Are echoing all round the valley The mission complete, they make to escape Away from the eagles nest
 They dared to go, where no one would try They chose to fly where eagles dare"
37,Seventh Son of a Seventh Son - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/7f0af27b2542b3e65e90c305bbfa76574b442aa2?cid=b1e13d47b67249bda69ed912bb4f7133,1988,594080,52,0.164,0.243,0.872,0.0175,0.158,-6.058,0.0523,105.828,4," Here they stand, brothers them all All the sons, divided they'd fall Here await the birth of the son The seventh, the heavenly, the chosen one Oh  Here the birth from an unbroken line Born the healer, the seventh, his time Unknowingly blessed and as his life unfolds Slowly unveiling the power he holds Oh  Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Oh, oh  Then they watch the progress he makes The Good and the Evil, which path will he take? Both of them trying to manipulate The use of his powers, before it's too late Oh  Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Seventh son of a seventh son Oh, oh, oh, ohh
 Today is born the seventh one Born of woman, the seventh son And he in turn of a seventh son He has the power to heal He has the gift of the second sight He is the chosen one So it shall be written So it shall be done     "
38,Stranger in a Strange Land - 2015 Remaster,Somewhere in Time (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27369059f3685b992f9ce22cd4c,Iron Maiden,https://p.scdn.co/mp3-preview/2ea20e421aeb0c14dc0ea43d91b38dc6d4eec20f?cid=b1e13d47b67249bda69ed912bb4f7133,1986,346666,51,0.155,0.286,0.913,0.00102,0.0985,-5.047,0.0662,109.698,4," Was many years ago that I left Home and came this way I was a young man, full of hopes and dreams But now it seems to me That all is lost and nothing gained Sometimes things ain't what they seem No brave new world, no brave new world No brave new world, no brave new world  Night and day I scan horizon, sea and sky My spirit wanders endlessly Until the day will dawn and friends From home discover why Hear me calling, rescue me Set me free, set me free Lost in this place, and leave no trace  Stranger in a strange land Land of ice and snow Trapped into this prison, yea Lost and far from home  One hundred years have gone And men again they came that way To find the answer to the mystery They found his body lying Where it fell on that day Preserved in time for all to see No brave new world, no brave new world Lost in this place, and leave no trace  What became of the man that started All are gone and their souls departed Left me here in this place, so all alone  Stranger in a strange land Land of ice and snow Trapped inside this prison Lost and far from home
   What became of the man that started All are gone and their souls departed Left me here in this place, so all alone  Stranger in a strange land Land of ice and snow Trapped inside this prison Lost and far from home Stranger in a strange land Land of ice and snow Trapped inside this prison Lost and far from home  Stranger in a strange land Land of ice and snow Trapped inside this prison..."
39,Rime of the Ancient Mariner - 2015 Remaster,Powerslave (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730335e5389b34f6acfb73a82d,Iron Maiden,https://p.scdn.co/mp3-preview/883b2aaa6f6f16719c8f650b0b14c916fb4099c2?cid=b1e13d47b67249bda69ed912bb4f7133,1984,818693,54,0.0986,0.39,0.932,0.00961,0.322,-6.558,0.0666,112.034,4," Hear the rime of the ancient Mariner See his eye as he stops one of three Mesmerises one of the wedding guests Stay here and listen to the nightmares of the sea And the music plays on, as the bride passes by Caught by a spell and the Mariner tells his tale  Driven south to the land of the snow and ice To a place where nobody's been Through the snow, fog flies on the Albatross Hailed in God's name, hoping good luck it brings And the ship sails on, back to the north Through the fog and ice and the Albatross follows on  The Mariner kills the bird of good omen His shipmates cry against what he's done But when the fog clears, they justify him And make themselves a part of the crime  Sailing on and on and north across the sea Sailing on and on and north 'til all is calm  The Albatross begins with its vengeance A terrible curse , a thirst has begun His shipmates blame bad luck on the Mariner About his neck, the dead bird is hung  And the curse goes on and on and on at sea And the thirst goes on and on for them and me  ""Day after day, day after day We stuck nor breath nor motion As idle as a painted ship upon a painted ocean Water, water everywhere, and all the boards did shrink Water, water everywhere nor any drop to drink""
  ""There,"" calls the Mariner, ""There comes a ship o’er the line But how can she sail with no wind in her sails and no tide?"" See, onward she comes Onward she nears, out of the sun See, she has no crew She has no life, wait but there's two  Death and she Life-in-Death They throw their dice for the crew She wins the Mariner and he belongs to her now Then, crew one by one They drop down dead, two hundred men She, she, Life-in-Death She lets him live, her chosen one    ""One after one by the star-dogged Moon Too quick for groan or sigh Each turned his face with a ghastly pang And cursed me with his eye Four times fifty living men And I heard nor sigh nor groan With heavy thump, a lifeless lump They dropped down one by one.""
  The curse, it lives on in their eyes The Mariner he wished he'd die Along with the sea creatures But they lived on, so did he  And by the light of the Moon He prays for their beauty, not doom With heart he blesses them God's creatures all of them too  Then the spell starts to break The Albatross falls from his neck Sinks down like lead into the sea Then down in falls comes the rain! Hahahaha!     Hear the groans of the long-dead seamen See them stir and they start to rise Bodies lifted by good spirits None of them speak and they're lifeless in their eyes And revenge still is sought, penance starts again Cast into a trance and the nightmare carries on  Now the curse is finally lifted And the Mariner sights his home Spirits go from the long-dead bodies Form their own light and the Mariner's left alone  And then a boat came sailing towards him It was a joy he could not believe The Pilot's boat, his son, and the Hermit Penance of life will fall onto him  And the ship, it sinks like lead into the sea And the Hermit shrieves the Mariner of his sins  The Mariner's bound to tell of his story To tell this tale wherever he goes To teach God's word by his own example That we must love all things that God made  And the Wedding guest's a sad and wiser man And the tale goes on and on and on and on"
40,Ghost of the Navigator - 2015 Remaster,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/6fdd78eb6181f886dea8083de174b126bc6cc7d0?cid=b1e13d47b67249bda69ed912bb4f7133,2000,410026,50,0.00114,0.282,0.942,2.77e-05,0.0875,-4.904,0.092,107.992,4," I have sailed to many lands Now I make my final journey On the bow I stand West is where I go Through the night I plough Still my heart, calculate and pray As the compass swings, my will is strong I will not be led astray  Mysteries of time, clouds that hide the sun But I know, but I know, but I know  I see the ghosts of navigators but they are lost As they sail into the sunset they'll count the cost As their skeletons accusing emerge from the sea The sirens of the rocks, they beckon me  Take my heart and set it free Carried forward by the waves Nowhere left to run, navigator's son Chasing rainbows all my days Where I go I do not know I only know the place I've been Dreams they come and go, ever shall be so Nothing's real until you feel  I steer between the crashing rocks The sirens call my name Lash my hands onto the helm Blood surging with the strain I will not fail now As sunrise comes, the darkness left behind For eternity I follow on, there is no other way
 Mysteries of time clouds that hide the sun But I know, but I know, but I know  I see the ghosts of navigators but they are lost As they sail into the sunset, they'll count the cost As their skeletons accusing emerge from the sea The sirens of the rocks, they beckon me  Take my heart and set it free Carried forward by the waves Nowhere left to run, navigator's son Chasing rainbows all my days Where I go I do not know I only know the place I've been Dreams they come and go, ever shall be so Nothing's real until you feel  I see the ghosts of navigators but they are lost As they sail into the sunset they'll count the cost As their skeletons accusing emerge from the sea The sirens of the rocks, they beckon me
 Take my heart and set it free Carried forward by the waves Nowhere left to run, navigator's son Chasing rainbows all my days Where I go I do not know I only know the place I've been Dreams they come and go, ever shall be so Nothing's real until you feel"
41,Bring Your Daughter... to the Slaughter - 2015 Remaster,No Prayer for the Dying (2015 Remaster),https://i.scdn.co/image/ab67616d0000b27337d6c7256ef1dbb3c57a9480,Iron Maiden,https://p.scdn.co/mp3-preview/00e918d55aa1f4973747d1528b8b3826225ab006?cid=b1e13d47b67249bda69ed912bb4f7133,1990-10-01,283693,50,0.0282,0.281,0.916,3.16e-06,0.157,-4.676,0.0655,146.645,4,
42,The Time Machine,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/3aaa249cb31029697fe6aa6d3086155525b83ef2?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,429443,48,0.00654,0.297,0.889,0.000211,0.118,-5.287,0.0607,116.65,4," Put to the sword by an impish whim Follow me now to a place we begin Wrought with no anger, wrought with no fear Devilish children playing here Hidden in silence, below barren waste Confusion hunger, am I still awake?  Have I ever told you about my time machine Sit you down I'll tell you everywhere I've been I have lived a long life, life extraordinaire Let me tell you about it, let me take you there Does it really matter, it's all in the mind Let me tell you about it, listen what you'll find  I am not a preacher, I am but a man You cannot imagine what I've seen and done  I have lived a long life, I have seen the world I could tell you stories, hair will stand on end Stand among the steeples, stand upon the walls I have seen a god's face, I have no disgrace I have seen the gods cry, howling in the wind Where do I get started, when can I begin
 I am not a preacher, I am but a man You cannot imagine what I've seen and done  Sleep with a light that is dark to my eyes Father and sons give me all of your lies The brutal truth, that is never a lie Full moon is out, as you look to the sky   I am not a preacher, I am but a man You cannot imagine what I've seen and done   Open your heart and I'll open your soul Even in quieter moments, I know  I am not a preacher, I am but a man You cannot imagine what I've seen and done
 Eerie collection, darkness is there Wedded to danger, betrothed to despair"
